"sample","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory..Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils"
"SL324521",0,0.0340378943105324,0.0579070233765079,0.0439330309688717,0,0.2257641143693,0.0221879036860147,0,0,0,0.0391337138387235,0,0.0161569909651397,0.0103079117168086,0,0.202254945935214,0.0764265563845188,0.0605659956403788,0,0.171787428907634,0.035277727876739,0.00425876202361712
"SL324534",0.157173609465807,0,0.0520489538552368,0.0356588194080389,0,0.136452166656271,0.00150996583015664,0,0.0280509686758829,0,0.00280077660362969,0,0,0.341252472824251,0,0.127630466270953,0.00185325854912745,0.00833843827702353,0,0.0812636199667169,0.0259664836169041,0
"SL324729",0.0941944189043915,0,0.0542514087576494,0,0.0603787668823236,0.15059811829181,0,0,0,0,0.117183397052123,0,0.0170838965577714,0.0263218323269099,0,0.099285200579774,0,0,0,0.225977854126709,0.0560876664394432,0.098637440081095
"SL324731",0.0301439737716801,0.0237580271762306,0.00231831930887066,0.0424758036008842,0,0.0588836358083804,0.00323968339922718,0.0516401910144943,0,0,0.00951050034434949,0.0115692820481379,0,0.222446928792663,0.0444543687754332,0.136494956672737,0,0.0703686271368034,0,0.172410864921933,0.0465765674466998,0.0737082697814763
"SL324732",0.0118624791171987,0.210180728210584,0.0328420928081248,0.012605767083314,0,0.33094612503343,0.00483117124038749,0.00905166428391133,0,0,0.0113696232669287,0,0.000856374358376755,0.181025074854178,0.0271866774606223,0.0687195670218082,0,0.00800426092888224,0.037275002899113,0.0242099698868174,0.0290334215463232,0
"SL324734",0,0.0692264857919158,0.040739539725923,0.026987563920056,0.0523027849522762,0.0952014405894799,0.0509053319113333,0,0,0,0.00571111270704421,0,0,0.279815907035232,0.0199506559714265,0.221179460324496,0,0.00166574604441229,0,0.120518469998218,0.0157955010281864,0
"SL324735",0.371254821336287,0.0247737887507911,0,0,0,0.19342496859682,0,0.0831937065960382,0,0,0.0356929094158587,0,0.00688252177619362,0.0449125955617222,0.0234334428247727,0.150196918820214,0,0.0177105239689739,0,0.039900495186783,0.0086233071655463,0
"SL324737",0.00595671232711986,0.0875045980542871,0.0332912286204103,0,0.087428044032618,0.0106527833895613,0.0621763069418939,0.015997244757891,0,0,0.0206276814307777,0,0,0.232794513100303,0.0504451032960677,0.0260117926630676,0,0.013392480165977,0,0.158031348957563,0.061981710725641,0.133708451536822
"SL324748",0,0.0943502551259256,0.0136600754401208,0.0242550897484945,0,0.163311092116483,0.0123767029412637,0.0546047166154869,0,0,0.0334716821168295,0,0.000908479453863257,0.156427879562191,0.0226399154706118,0.15727723083026,0.12858782902376,0.0217803225136131,0.00431559492381359,0.111888808427095,0.000144325690189013,0
"SL324750",0.0816208639224696,0,0.0235097311439258,0.0325482118427196,0,0.050936987388363,0.0166785423751141,0.0526014304812069,0,0.0188599620882769,0,0.0562804487389452,0,0.143574315738707,0.0889378674778901,0.232543703223257,0,0.132665605616077,0,0.0692423299630482,0,0
"SL324751",0,0.0296601070685737,0.017593705215752,0.0556095378226046,0,0.27019887379025,0,0.024240740780277,0,0,0,0.143216964414792,0,0.054753053554777,0.122377977725126,0.110076553037954,0,0,0,0.105442594560544,0.00153126055743123,0.0652986314719197
"SL324752",0.147245038212512,0.154027449324615,0,0.0254309182063302,0.0500200330850243,0.290539469568953,0.0299954982504827,0,0,0,0,0,0.0312310203066689,0.137761742746265,0.0055514722204643,0.0563940926181366,0,0.00252581414952848,0,0.0573052554426431,0.0119721958683766,0
"SL324762",0,0.0662230050392902,0.0469617861318142,0.0521213780407718,0,0.0741471402211834,0.0119181451237233,0.0271256673313113,0,0,0.0187155931560276,0,0,0.227864016648529,0,0.104603781957015,0,0.0855442015054238,0,0.241011152333088,0.0437641325118222,0
"SL324763",0.0216956634612441,0.000404180744958941,0.00488848465048032,0.105750559872807,0,0.10279602534499,0.0339246884020755,0,0,0,0,0.045684776863069,0,0.284830252583334,0.0605583464497701,0.207649672993818,0.0100868497965643,0.00593418815161087,0,0.0847543280852658,0.00693631294054412,0.0241056696594676
"SL324764",0.010643070027986,0,0.0836059896360989,0,0,0.0807775202756581,0.200275882630727,0,0,0,0.033549504565786,0,0,0.0519950771727376,0,0.287481558736248,0,0.0349120907361516,0,0.14678769425947,0.0128246919681404,0.0571469199909968
"SL324766",0.00267191066917313,0,0.0584672837808537,0.00517672071034141,0,0.214691650098639,0,0,0,0,0.0321370554451984,0,0,0.382170349356461,0.0358373007362673,0.211923585938986,0.00433518911640677,0,0,0.0525889541476728,0,0
"SL324767",0,0.0456853280339438,0.159645189284382,0.0116882118968676,0.124764341556736,0.093829422885866,0.145943400746188,0,0,0,0.0638480626177897,0,0,0.201307182109014,0,0.0989650143403938,0,0.0247134839604581,0,0.0296103625683611,0,0
"SL324768",0,0.0109502736126527,0.0670799702406641,0,0,0.350434856141474,0.0424268607622217,0,0,0,0.0728948405485342,0,0,0.313881346234242,0.014762908787134,0.0874579089138929,0,0.00117002129005338,0,0.038941013469131,0,0
"SL324776",0,0,0.158659015809943,0.0668768613427024,0,0.368624606402753,0,0.0384029330397384,0,0,0.123262139395502,0,0.011812358524566,0.0488376770747118,0,0.0332459344649537,0,0.0367696170025238,0,0.0882075536442942,0.0253013032983112,0
"SL324777",0.0228927131689176,0.0182504809204968,0.181966738824274,0.0491924762615961,0,0.0204620294749214,0.0793011234639326,0.0242540542040784,0,0,0.0166608336483649,0,0,0.340777344398069,0.0362030006846575,0.117907222453771,0,0,0,0.0898965047417054,0.00223547775521605,0
"SL324778",0.00265798695680314,0,0.0213120925820295,0,0.0574984034813432,0,0.0366722972780976,0.0117105327786249,0,0,0.0245685138506979,0,0,0.583052785048843,0.0674344095440798,0.176140200303829,0,0,0,0.0171174375919452,0.00183534058370671,0
"SL324779",0.11115888932888,0,0.121542482763344,0.0123168325414037,0,0.150823248862189,0.0397739449981053,0.0220500605421848,0,0,0.0100521672846157,0,0,0.208722495539919,0.070810509706801,0.18556515698258,0,0,0,0.0671842114499771,0,0
"SL324781",0.0839890889746901,0,0.00362927907396374,0.0958182194591657,0,0.125453807287025,0.0182078751192374,0,0,0,0.00238610970475007,0,0,0.518616876088499,0.0529780196411161,0.0896285047893941,0,0,0,0.00929221986215852,0,0
"SL324782",0.0383807189170066,0,0.00895393592471385,0.0176699654606834,0,0.258841163577891,0.0613204286679181,0,0,0,0.0325471792670048,0,0.00270484242321124,0.103853649628438,0.0488540882401109,0.221813940248621,0.0915575663796985,0,0,0.113502521264702,0,0
"SL324792",0.133592714537742,0,0.0533370822264986,0.0292675188582444,0,0.108903965363841,0.128967275070921,0,0,0,0.110248558110482,0,0,0.33304287085405,0.00674677905487348,0.0342121981303125,0,0,0,0.0540073515793001,0.00767368621373467,0
"SL324794",0.0526490683033872,0,0.0563480510884528,0.0555909985656411,0,0.19435417600064,0.278483248773236,0,0,0,0.0365778900140593,0,0.0113364371214468,0.122212881464667,0.0445184151885024,0.0211684628626112,0,0,0,0.115024428291496,0,0.0117359423258605
"SL324795",0,0.0352177535660834,0.0427838577081588,0.00415119188602686,0,0.290852240886922,0.00714878338734903,0,0,0.020116767409601,0,0,0.00962985517499657,0.222295967313207,0.0257082420128893,0.11379490063429,0.00360049926399137,0,0,0.201216200351499,0.0234837404049863,0
"SL324796",0.0104530264251548,0,0,0.019616139793631,0,0.100670061144403,0.0240521810806417,0.0101261067009893,0,0,0,0.131044245274184,0,0.105423318067175,0.0874157465797499,0.154510484614895,0.00192850905748781,0,0,0.221593864088482,0.0379421849178197,0.0952241322553882
"SL324797",0.0348846533515478,0,0.0748833908808939,0,0,0.326200743587099,0.110751080221075,0,0,0,0.0562873579763793,0,0.0116440924242398,0.0552787007979618,0.0578903056068353,0.0603486779504414,0.0972575565375367,0,0,0.102591802477237,0.0119816381887527,0
"SL324798",0,0.0188067268926738,0.0130397341172599,0,0,0.17132382187325,0.0350097856126326,0.0428131916458218,0,0,0,0.0445865523750612,0,0.162329938074034,0.0928875491902972,0.0802437288850491,0.0142276999671614,0,0,0.244267017770797,0.0377716806604083,0.0426925729355543
"SL324809",0.0717837098209915,0,0.0140584348806273,0.0366321680745637,0,0.0823932828743737,0.000312164581242574,0.0518281498850084,0,0,0.000748249330086663,0.00645562604224374,0,0.118439035767197,0.0782622753372452,0.221655831201977,0.141470434219335,0,0,0.125317049960089,0.0466368563479284,0.00400673167709078
"SL324810",0.0977680747597848,0,0.0178826489536491,0,0.0220526633628656,0.131335633677241,0.00756182818213538,0,0,0,0.0626214189632054,0,0,0.447933405635449,0.00903197228993876,0.0361478710533805,0,0,0,0.147115663504353,0.0205488196179977,0
"SL324811",0,0.197500064679731,0.0115879171010008,0.0827871138932056,0,0.124653094256105,0,0,0,0,0,0.0403633157096523,0.0226924910952316,0.151482108997163,0,0.245347149262373,0,0.0698895949985829,0,0.0451694218563954,0.00852772815055955,0
"SL330230",0.0707002324626869,0,0.12395792625436,0.0281978187842269,0.088502284635338,0.13216031720764,0.163379944256487,0,0,0,0.0429698592320717,0,0.027679035832907,0.00664166901080265,0.00757690288870195,0.201923874859246,0.0330064698519833,0.00588791329202618,0,0.0674157514315221,0,0
"SL330254",0.0343885856726705,0,0.0189870512258811,0.006404270173878,0,0.167886649028623,0.0970115398238046,0,0,0,0.026767192071527,0,0,0.43290399117774,0.0497088489682869,0.110060383477601,0,0,0,0.0558814883799874,0,0
"SL331604",0,0.0432994056562305,0.0552614035165936,0.0538613917312128,0.0331008415416909,0.237909595794069,0,0.0175607222203026,0,0,0.0171629255382333,0.00321508058938425,0,0.382945234621845,0.000853263988962162,0.144136415789187,0,0,0,0.00965991633418993,0.00103380267809889,0
"SL331620",0,0.0554306993231177,0.179781662406939,0.0453969021610083,0.0394733293786201,0.117965251094494,0.015119104005351,0,0,0,0.0730815261150506,0,0.00205791863382124,0.272145164159158,0.000773973760884379,0.0113667676070918,0,0.00124232864763839,0,0.183130272635621,0.00303510007120518,0
"SL337286",0,0.115549530162886,0.0775778292455719,0.00498182970716953,0.145875848853006,0.249045848103398,0,0,0,0,0.0552326723807086,0,0.00407106445762368,0.199051361513241,0,0.048884555385924,0.000999154041116451,0.0479950997329775,0,0.045737185938934,0.0049980204774437,0
"SL337292",0.10247370614027,0,0.0660016292247431,0.0693499917178586,0.0267727941486237,0.121541170695494,0.0655397989484671,0,0,0,0.0439954693295412,0,0.00458450702661691,0.23811543747917,0.073563998949648,0.0262973918124369,0.00272219675058197,0,0,0.159041907776549,0,0
"SL337308",0.117891556350944,0,0.0547473604444929,0.0792563886612269,0,0.0422215537748633,0.0892358780233682,0.00989164078027466,0,0,0.0198083395666305,0,0,0.315622223583912,0.114582641874069,0.0932565085921435,0,0,0,0.0634859083480746,0,0
"SL337312",0,0.00834737432329486,0.0430360497019814,0,0.03676993802426,0.281965994155263,0.233589873252213,0,0,0,0.0168325607219362,0.00225120190287641,0,0.218516552686323,0.0410107803827039,0.0666535770632481,0,0.0347510585030643,0.0162750392828359,0,0,0
"SL337321",0.0608296054040415,0,0.0831773068670794,0,0,0.267148788181608,0.0760688214458931,0.0389518379061313,0,0,0.0857043825634491,0,0.0170086623388173,0.0849365296747407,0.0203378378087005,0.173446386316986,0,0,0,0.0785439661078944,0.0138458753846592,0
"SL337336",0,0.0200064170191045,0.111133930216427,0.0722816486838396,0,0.0241397692954686,0.0614616625592056,0.0171767450509467,0,0,0,0,0,0.155837653962653,0.0729789535810757,0.0385833792794759,0,0.0768638755673812,0,0.16870763753507,0.129363807831007,0.0514645194183452
"SL337338",0.00609611771689673,0,0.0672472869042281,0.193772640157847,0,0.0554156905172737,0,0.12034319143872,0.000261869462364795,0,0,0.0361626318056057,0.0644739183983435,0,0.0911281944492655,0.315035716490699,0.00723161408112297,0,0,0.0344604564109335,0.00837067216669915,0
"SL337345",0,0.0251729317327607,0.0163532597916909,0,0,0.16279721001645,0.0377903448644223,0.0286568376805412,0,0,0.0190133251375634,0,0,0.416847127294303,0.0627329956684654,0.0754021345820332,0,0,0,0.15523383323177,0,0
"SL337347",0.0786571048350674,0,0.0678849141311755,0.0023727986461707,0,0.285962231936093,0.0158090443329814,0,0,0,0.0432121046953915,0,0,0.314013755416855,0,0.0835592019748379,0,0.00528694753312579,0,0.103241896498301,0,0
"SL337355",0,0.011764738965812,0.100853786577519,0,0,0.101153765496786,0.0605148072121077,0,0,0,0.0515045192238626,0,0,0.464501439328302,0.0429727713549546,0.0993465351614577,0,0,0,0.0673876366791983,0,0
"SL337361",0.0449667870453233,0.0891403194927018,0,0,0.0239461976046401,0.147108387103733,0.132312980784016,0,0,0,0.0345566986558683,0,0,0.133036865717978,0.061251125939643,0.0892301509887262,0,0.107473408436635,0,0.12876761552533,0,0.00820946270540496
"SL337459",0,0.0255632482025616,0.0443573731509171,0,0.107622723359637,0.219495593644347,0.129274039220122,0,0,0,0.0921010917299655,0,0,0.230099271055541,0.0281711417574953,0.021248140786974,0,0.00694211157610568,0,0.095125265516334,0,0
"SL339422",0.0345923070927246,0,0.00457520727015665,0,0.0215274185060799,0.0692279861243255,0.097881285560956,0,0.00532190951503822,0,0.120321148174496,0,0.0104732425130116,0.401602315816545,0.00290711042175255,0.0215661119752016,0,0,0,0.203031843170824,0.00697211385888853,0
"SL339447",0,0.106270478711327,0.0315013119998342,0,0,0.284193923644407,0.0332190679959565,0.017470685980553,0,0,0.041457436137616,0,0.00387763344388167,0.0969111518836825,0.0528891889175944,0.269601788613843,0,0.0387321321409733,0.00442109558459534,0.0176172352039111,0.000833811509726927,0.00100305823209806
"SL341278",0.0370910547457391,0,0.271049673651334,0.0197195784079865,0.0604278371355579,0.0323327593021163,0.154874402594884,0.0120652042360004,0,0,0.00800764780209019,0,0.00340039261370357,0.0822365940801902,0,0.0655474646080092,0,0.0305782457858793,0,0.155893260661591,0.0641516941624398,0.00262419021247846
"SL341279",0,0.00906399944411369,0.0061619127777294,0,0,0.133005871643872,0,0.0198701028640778,0,0,0.0490586288678754,0,0,0.23043802643867,0,0.101211674636302,0,0.0594049999605603,0,0.10115613170763,0.116608691351684,0.174019960307486
"SL341281",0.0571517170356236,0,0.0615283639629886,0.00885228686162906,0,0.102065235610939,0.0126146630664231,0.0462000036016624,0.00723891302140756,0,0.0183701132382931,0,0,0.437108752856869,0.0182616722256533,0.148757657041893,0,0,0.0551886023110297,0.0266620191655884,0,0
"SL341292",0.0102143593949504,0.0631570048674123,0.103382741744421,0,0,0.162954680870998,0,0.0185542032514645,0,0,0.0459259240413242,0,0.0156237994468006,0.161865555392077,0.00449931515716759,0.199098571698769,0,0.00843070789848562,0,0.123743213926439,0.052099943056678,0.0304499792530137
"SL342652",0,0.0941273964345791,0.0672597615298961,0.169995423175449,0,0.0305405193739048,0.0643666909145395,0.0809378152469449,0,0,0.00844545701131664,0.0115664134462864,0.00359096710899691,0.173275413848037,0.0435170852990986,0.0764003296667103,0,0.0306518086248982,0,0.145324918319343,0,0
"SL342654",0,0.0776889860099906,0.204909062856813,0.0319036079324745,0,0.127599746269834,0,0.00327934958234537,0,0,0.00494325747777385,0.00662542738748242,0.00399746451066444,0.111413449368828,0.0555347947080769,0.136409132163832,0.0630782061761175,0,0,0.131858546064669,0.0407589694910988,0
"SL342655",0,0.011388411394444,0.124469780199747,0.0578753400851235,0,0.388349206357905,0.0225802989313552,0,0,0,0.0530607441581333,0,0.0098731608235465,0.0273217803902293,0,0.0975394179196791,0.0107408868702035,0.066394889934482,0,0.130406082935151,0,0
"SL342656",0,0.0567997768344925,0.0167733741982787,0.0222901075937701,0,0.27458178720671,0,0.00772244273974494,0,0,0.00264127076850058,0,0.0465292766259518,0.197759928543325,0,0.046349687812212,9.84382172211641e-05,0,0,0.291568430842029,0.0368854786177643,0
"SL342663",0,0.0137725842840993,0.00756715234188182,0,0.050189978730378,0.0527821203156287,0.0534281572373047,0,0,0,0.0508446386695077,0,0,0.518480471981706,0.00807990683827291,0.172038005717616,0,0,0,0.0728169838836041,0,0
"SL342667",0,0.121421033126478,0.145162069479503,0,0,0.138466787806905,0,0.0403593811923547,0,0,0,0.0332507516720269,0.00472179891733624,0.353473246231099,0.0242715133901712,0.0984964257164424,0,0,0,0.0280804141418019,0.0122965783258808,0
"SL342701",0.0198291039057573,0,0.0401498992462235,0,0,0.214974919559414,0,0,0,0,0.0561198510857138,0,0,0.345041367001463,0.0308461165593818,0.0910401373971828,0,0,0,0.201998605244864,0,0
"SL342709",0.179692904205942,0,0.118541956865143,0.0279484440379988,0,0.0613971164253898,0.0835852969466929,0.0191793683369289,0,0,0.0171373068024078,0.00732636271345646,0,0.313181409858546,0.0477633106582339,0.0589827156849099,0,0,0,0.0652638074643515,0,0
"SL342730",0.0146146549174396,0,0.0519241105770485,0,0,0.0728897623879993,0.116809952165077,0.0116171077700966,0,0,0.0565409356932356,0.0148382071488261,0,0.324272029696148,0.00659482283633425,0.301341253454683,0,0,0.0277723215756872,0,0.000784841777424454,0
"SL343258",0,0.0214559896680948,0.0926992315934173,0.0225219262336093,0.0133304890174668,0.0811324627850878,0.109542313534241,0,0,0,0.0334851938806843,0,0,0.486188390062309,0.033496912340431,0.0278370694926688,0,0,0,0.0783100213919903,0,0
"SL343259",0.212603138634658,0,0.0729208462788469,0,0.0115107416978708,0.0488285698193436,0,0,0.00380138383877842,0,0.0374350941807139,0,0.0361618794986878,0.279750836447935,0,0.0903517130105609,0,0,0,0.185225390052937,0.0214104065396677,0
"SL343283",0,0.0459034536538777,0.0185033178688297,0.0557201377341991,0,0.0121426643906449,0.270159281187015,0,0,0,0,0.0711743266852092,0,0.265112023358907,0.0628438014974667,0.0816259996074674,0,0.0140958198365948,0,0.102719174179788,0,0
"SL343286",0,0.0258581231400197,0.108572861254341,0.017338581461563,0.0513598887570411,0.189892257345694,0.2006918262382,0,0,0,0.0489240345323243,0,0,0.134115862569515,0,0.100360192180718,0,0.0308344299989612,0,0.0920519425216213,0,0
"SL346384",0.11790615238161,0.00228146912160495,0,0.145793229929139,0,0.246040558449694,0.0521435849091831,0.00175220804753159,0,0,0,0,0.0057701710087118,0.135471115856423,0.0274522105434722,0.160564208215848,0,0.0133176030534941,0,0.0645028060149898,0.00983669230782823,0.0171679901604711
"SL346388",0,0.0314315171505957,0.0127219670036954,0.0123816558742863,0,0.224582453800099,0,0,0,0,0.0598512997071601,0,0.0843511357625525,0,0.0096008996458557,0.512464078129868,0,0,0.0415616274670874,0,0,0.0110533654587995
"SL349334",0.0975614410103804,0,0.0556653186723032,0.062454111507503,0,0.127685950014316,0.141295543044028,0,0,0,0.0343290457912942,0.00200684983179248,0.0163027682548432,0.27792674068696,0.0149122393178899,0.122600076956038,0,0,0,0.0472599149126517,0,0
"SL355529",0.279567893689017,0.182540669898302,0,0,0.0445262599664344,0.19759318529141,0.0131174064818666,0.0348038761030735,0,0,0.0364896257347815,0,0,0.137195432588594,0.0265257584846204,0.0346267329795074,0,0,0,0.0130131587823929,0,0
"SL355533",0.0904213526703937,0.0344532014771757,0.166209275843652,0.334213173307125,0,0,0.0612814244698026,0.0008437381530288,0,0,0,0,0.0140125582819795,0.183265824267887,0.0347960536295455,0.0110225166911461,0,0,0,0.0694808812082633,0,0
"SL355534",0,0.117114849149296,0.048710955124981,0.0589910471396857,0,0.205627170540179,0.116391213125674,0.0181408702564204,0,0,0.0236337380326274,0.016204054112308,0.0126391993090944,0.0120625356217758,0.110265698865456,0.0740448221778148,0,0,0.171175772585368,0.00856386437939452,0.00643420957992444,0
"SL356006",0.0535895193327412,0.00471491547301856,0.0452262246977063,0,0,0,0,0.0446098863056971,0.0110354223568486,0,0.0017728102839752,0.0198436264611376,0.0655993918161605,0.532915368880831,0.00446110910786259,0.0317193425292849,0,0,0,0.184512382754736,0,0
"SL356016",0.0251862594169795,0.0936841889511009,0.0557726603919401,0.099625779547435,0,0.0056083082404569,0,0.0870460578191534,0,0,0.0515954043572144,0,0.0297728913586685,0.0290522940163023,0.0591390848981564,0.0458016608554926,0,0.00990245082760289,0,0.267910148575307,0,0.13990281074419
"SL356020",0.0142854782605378,0.105381083705177,0.0346167816667324,0.00963756576113361,0,0.157032769515593,0.0150224604500921,4.09727641010903e-05,0,0,0.0383503676688811,0,0.00263840314017226,0.386724494262332,0.0258789059065307,0.120424436978527,0,0,0,0.0862409001338168,0,0.00372537978637315
"SL356030",0,0.120345687473884,0.0306593843482141,0.00311770357913319,0,0.117661078834254,0,0.0340511441964302,0,0,0.05297930658687,0,0.00712448499122541,0.276779019963701,0,0.13130085070679,0,0.0341537164616681,0,0.16575372847048,0.00560624277972081,0.0204676516076299
"SL356032",0.000889136272570066,0.0191227617119197,0.00566689238312946,0.0122241927109607,0,0.229952115255179,0,0,0,0,0.129510706916472,0,0.0316564193436,0.32876801346341,0.00173468846653891,0.0209698490054894,0,0,0,0.21547009935811,0.00243004143284394,0.00160508367977656
"SL356036",0,0.0723372826846821,0.127333329823994,0,0.0168306271515783,0.175380526848323,0.0220725705661697,0,0,0,0.0616580383372558,0,0,0.243282443099796,0,0.0164966180844964,0.00300715057151437,0.0653659052811117,0,0.166969680274826,0,0.0292658272762521
"SL359725",0.145703964022243,0.226502344156728,0.0112443463984632,0.013312196775893,0.00667015058473954,0.14595515636222,0,0.0579898296587346,0,0,0.0105857258058386,0,0.0485023355757344,0.151703215485394,0,0.103179044440994,0,0.0410755011419044,0,0.0356424114302202,0.00193377816089258,0
"SL359750",0.0562624056104868,0.0352841055718364,0.018885755321372,0,0.105445691099229,0.043045187573648,0.182677732177909,0,0,0,0.0595025055772292,0,0,0.307523881686928,0.00137397700595321,0.0601569515114543,0,0.0055557316168402,0.112818359600919,0.0114677156461949,0,0
"SL359771",0,0.172362592424881,0.092455811587506,0.0660948385071502,0.00469461709023334,0.216977574695843,0.0119283702536649,0,0,0,0,0.0041858755226673,0.0287818605137877,0,0,0.302621786404751,0,0.00670052564048671,0.0574795722762427,0.0348208720437011,0,0.000895703039085244
"SL359798",0.00293810268035247,0.0320467014295421,0,0,0.0452524400478167,0.0196889135741177,0,0.0123724509502234,0,0,0,0.00285182144325512,0,0.29023553977179,0.00773397931522598,0.150071107930727,0.0276155928520981,0,0,0.370014888437611,0.0059997461977059,0.0331787153695348
"SL362840",0,0.00598497456904575,0.00177918370914641,0.00526751667546407,0,0.0208287657518262,0,0.000848543682202758,0,0,0.0321674702460058,0,0.00739930057625848,0.59892437151578,0.000990818579892024,0.191701360535125,0,0,0,0.059603686458938,0.0610397361445524,0.0134642715557635
"SL362865",0,0.0109520296341668,0.0211635370690199,0,0,0.118545436858613,0,0.00390487911389349,0,0,0,0.0269854267360496,0,0.282690188623753,0.03180631610672,0.117283026132823,0.00230188028267978,0.0429221400182135,0,0.287273345595849,0.0383045675650076,0.0158672262632102
"SL364170",0,0.0354280655594421,0.104881053212518,0.0331313707418541,0.0223845252121203,0.0651052349999352,0,0.0533976568379873,0,0,0.0942731086505068,0,0.0461559998508181,0.142202093207252,4.91133465527884e-05,0.0297867864149542,0,0,0,0.186721307088588,0.145249674565814,0.0412340103116564
"SL365894",0,0.0481925998881522,0.0292116665933965,0.0150264441711385,0,0.127359146942688,0.0139656380630977,0,0,0,0.0457277749788648,0,0,0.454859339499606,0.0489313846995019,0.103821710565342,0,0,0.0617437739804572,0.0511605206177559,0,0
"SL365897",0.0138451747779099,0.00425903427616679,0.00429875159922343,0.0219772979632445,0,0.18256399106286,0,0.00205895509182308,0,0,0.0321757558043274,0.0068195761655468,0.0799225778526815,0.435897623864032,0.0150324488328403,0.0996986158839129,0.00239549007710423,0,0,0.0990547067483274,0,0
"SL365938",0.0228526299785049,0.0223346108964851,0.0220610671211064,0.0411884259011768,0,0.0989863584020173,0.04656183325938,0.024458589364701,0,0,0.0266544761741966,0.00148309483506954,0,0.210792988881415,0.0714277621939591,0.103591388566579,0,0,0,0.221449177082347,0.0406212353049201,0.0455363620381423
"SL367624",0,0.0580371258057353,0.133137169366113,0.0171538860086021,0,0.280364701271452,0.0834591042999068,0,0,0,0.0610449098821024,0,0,0.231948847575272,0.0069700384806795,0.0925690625968095,0,0,0,0.0353151547133276,0,0
"SL368622",0.294719232587122,0,0.14025411297713,0,0.0446370470919524,0.133307059179897,0.021066893372856,0.00433223579222339,0,0,0.0232631099003796,0,0.0064522579940711,0.160341491227272,0,0.0639438346750615,0,0.0505107053759712,0,0.0457799973519466,0.0101842967950393,0.00120772567907789
"SL368636",0,0.065906383282395,0.0889233536535402,0.0685275302352685,0.015893709770953,0.13917492611149,0.233651338605392,0,0,0,0,0.0464154859006989,0.00517640634593668,0.109097858378239,0.0648577524903804,0.0536180156212577,0,0.0657571917503685,0.0373958068872319,0,0,0.00560424096684799
"SL368641",0,0.010509623452371,0.00808498610923527,0,0,0.262364871512703,0,0,0,0,0.0436346690179582,0,0.0324132423740518,0.125463770577243,0.0600789327568662,0.400223713765527,0,0,0.00243315576674444,0.0352273808212225,0.0169511584370643,0.00261449540901339
"SL368656",0.0590496405192845,0,0.0185177401623446,0,0,0.252014972656957,0,0,0,0,0.0118149276077574,0,0,0.226932661608045,0.00659222173945653,0.217854209769409,0,0.00474374260175674,0.145014987463281,0.0574648958717086,0,0
"SL368660",0,0.00397459016719269,0,0,0,0.171942255418277,0.00892316541182277,0,0,0,0.0625027536066002,0,0,0.471939377853555,0,0.120218730554547,0,0.0319190150777462,0,0.127539198539531,0,0.00104091337072864
"SL368699",0.0199884042490287,0,0.0260350468694454,0.0117798078991755,0,0.111304460442688,0.0156641499050205,0,0,0,0.0167373114590784,0,0,0.587946972620014,0.0210084093905071,0.112402758593195,0,0.0473914426618694,0,0.0236092467908898,0,0.00613198911908831
"SL369930",0.22435924485238,0.101643617211849,0.0170458203077608,0.0122268238739285,0,0.265438582392859,0.0212625217544218,0.079029397233775,0,0,0,0,0.0357527937572113,0.0532152979927912,0.010519641618815,0.0413357324434544,0,0.0169877076195569,0.0800782010688927,0.0411046178723036,0,0
"SL371114",0,0.0979997924960485,0.0974524571916573,0,0.0771580089798227,0.270318515942412,0.0496599624666088,0,0,0,0.107933624882118,0,0.0541117826582326,0.0900343537904866,0.000983673256766047,0.00677708537062265,0,0.00151136329909317,0,0.142058479747747,0.00400089991838363,0
"SL371115",0.0325476692438386,0.0721934762716774,0.107880147222144,0,0,0.259270029009142,0,0.0808204169585887,0,0,0.064895796666858,0,0,0.141159331049839,0.0355228610840382,0.0780137467828368,0,0,0,0.123894892651033,0,0.00380163306000402
"SL371116",0.0273237716743771,0.119335844991094,0.0841373406680671,0.0361494097138757,0.0775784439203953,0.108120276848234,0.0464901373443041,0,0,0,0.00375584346248901,0,0.0175135538117007,0.222349247553641,0,0.0254394875837185,0,0.0435538209879765,0,0.166345988394813,0.0176691445869151,0.00423768845839893
"SL371120",0,0.0153494627366816,0.0611711596215075,0.0755361399391681,0,0.0817775532601695,0.0919826245565522,0.0279369702340861,0,0,0.0411859649373688,0,0.0426928393548835,0.18727896664815,0.0236004790364049,0.0621814123744642,0,0.101223877489935,0,0.0735723879644146,0.106209601195603,0.0083005606506104
"SL371161",0.00971167981504316,0,0.226052866160887,0.121117760248937,0.0926721011852038,0.210062434518987,0,0,0,0,0,0.0141102159224032,0.000157016640488704,0.045058057446469,0,0.0327770374799653,0,0.00492767220832601,0,0.0997446846843426,0.0463096015955914,0.0972988720933559
